comments,ratings
看到很多推荐才点开了这部剧，感觉被营销诈骗了。与其说是职场剧不如说是新闻行业版宫斗，本质还是tvb老一套的宫斗内核和手段，职场部分做得特别悬浮。剧情上再多花样反转，职场设定这种地基没做稳，显得整个剧都很空架子。佘诗曼演得也一般，我认知中的女强人应该是从气质里散发着自信的，而不是靠脸上一直挂着似笑非笑的表情。几个主要角色目前几集我都没感受到有什么魅力，实在不知道还有什么继续看下去的价值。,3
装逼剧，跟早间新闻之间隔了十万个大门未知子。看在佘诗曼台词功底上，勉强打三星,3
宫斗到新闻界,3
家妍看着脸太僵，诗晴长得不好看，晓薇情绪不稳定，芷瑶居然是炮灰。我还是pink man姐吧。,3
别看国语配音,3
"有种回到以前看TVB剧的感觉。港剧在塑造角色的能力上确实强大陆太多了。只是新人难出头后辈跟不上难回荣光
独靠佘诗曼独挑大梁，我是真的想看胡定欣演马国明那个角色的2创",3
get不到，感觉很浮夸,3
剧情、节奏的张力都蛮好，就是这叙事一言难尽……新闻主播真这么玩会下岗的好伐？幕后宫斗的部分也是群魔乱舞，好歹美一点啊！,3
节奏挺快的 几家势力内斗也挺好看 属于是看得上头停不下来的那种剧 但降智和不合理剧情不少 阿佘的Men姐很有魄力和魅力 但是我永远不希望我有这样的上司 奉劝还未进入职场的大家 任何工作都不值得拿命去拼 Don‘t stay hungry stay foolish，always stay alive,3
大女主爽剧热度越播越高，这是用拍宫斗剧的配置在拍新闻啊,3
诗涵推荐,3
暂时三分 第一集记者跑到现场的剧情就很无语 到了不救人还碍手碍脚的 好想把他们一脚踹飞,3
很久没看正宗港剧了，味儿还是很足的，也挺浮夸的😂,3
"高开低走
十集往后已经在凭空制造冲突了 ，看不到主角的成长变化
喜欢佐治",3
也就那么回事吧,3
演员无问题。但是导演和编辑是觉得观众的眼界都很窄还是只会看hk剧，第一集开篇基本都是抄《新闻编辑室》的框架，那都是10年前的戏了。抄也不用懒成这个样子，给点诚意行不行。另外看多几集，紧凑度还是有的，虽然细节不能细敲。但我好奇为了一份工，宫斗成这个样子值得吗？每天都紧绷神经，搞成抑郁症就为了出镜多几秒。不如好好打磨下自己的能力到底够了没。,3
看了十多分钟，不管是剧情还是台词什么的完全没有吸引我的。怎么会这么差呢,3
这剧立意有问题，现在自媒体这么发达，为啥要卷办公室我不理解。,3
前面几集过去又回到了TVB的老一套，不看了,3
"前几集好好看！节奏、职场生态、人设都顶好，拍出了职场的阶级，也拍出了职场人的困境，难得的，也拍出了精气神，让人可以忽略一些浮夸不适的桥段。
但从第七集起…原来是宫斗啊，失敬失敬。
果然，21世纪的香港还是大清和大英的香港。",3
剧情能跟05年左右的tvb打平，阿佘一身演技马明接不住这是个大问题，没有很强的火花，人物矛盾变得简淡很多。,3
8.2还是高了,3
以前“精英感”，现在“扮精英”食之无味，弃了,3
先凑合看着吧，导演功力不行，首先通过镜头语言讲故事就别谈了，低信息量镜头太多，编剧能力也不行，为了贴合讽刺tvb山头文化的皮少了让故事扎实人物丰满的骨，有形无神，剪辑节奏也不舒服，背后制作班底给人一种业余的感觉，很多工业化流程很成熟的细节瑕疵频出，不应该啊，港剧stf也人才凋零了吗,3
披着新闻外衣的宫斗剧,3
有种拳头打在棉花上的不爽感,3
职场剧还得看TVB，硬生生把电视台看出一种后宫的感觉。,3
下饭剧，属于那种打开了就关不上的那种,3
25分钟弃，一般，没啥兴趣,3
TVB老套路了,3
很老套,3
很喜欢阿佘，剧有点浮夸,3
职场宫斗+女性主义，只能说编剧很懂市场，不过这么土的镜头语言也是好多年没有见到了。,3
"新闻播报时候的语速也太慢太呆了吧😅
原来语速是国配版的问题！原版很正常！",3
"冲着老戏骨和所有的人的努力
以及粤语


给了三星
但是我三分钟都没看下去
最后……
当做背景音看完了第一集",3
观感像是吃了很多的隔夜菜，食之无味弃之可惜，最后还是丢了吧。我只能这么说，特别是电影电视这种艺术形式，你一把它跟其他地方的对比，好坏是能够看出来的。,3
话题有讨论价值，反映现实社会题材的作品，里面的人物各有特色～只打三星是因为我不喜欢pua下属的上司，也不想和这样的人做同事，自己也不会这样对待下属和上司。但我尊重这样不内耗的能自洽的张扬的个性。另外，这剧的主线不是感情吧，因为女主的事业喜欢她我也是，可是拿女主的感情而吹捧爽剧就是那种披着女权皮的大男子思想在污名化女权。两条船无论男女无论时代都会被诟病吧，怎么一堆人叫好还要特地说因为女性所以支持～男权糟粕为什么女性也要学也要拿来骄傲？她有魅力是因为她本身有能力有魅力，不是因为性别女，只是她恰好是女。喜欢她的自强自立奋斗事业，而不是用该摒弃的性转版后宫糟粕思维来自豪。,3
那个stupid警察点解要刺激鸠摩智？嗯？,3
港女十八式和办公室裙带上位有什么区别呢？,3
新闻传播学的有剧追喽,3
好久没看港剧，节奏很快，剧情也紧凑，戏剧冲突性也可以，虽然有点浮夸但我还挺喜欢看，特别佘诗曼演技爆棚，女强人的形象太有魅力了。,3
假是真假，疯是真疯。这是把当年金枝欲孽的剧本改了改，然后再重新拍成现代职场剧了吧？如果这就是香港电视剧目前的水平，那只能说港产剧几十年止步不前。,3
看到很多近年国外新闻剧的影子，但中式争斗的特色确实还是港剧展现出来了,3
emm，我不可以,3
人物和节奏都没问题，映射TVB也好，影视圈也好，也没问题，但既然是职场剧，起码把新闻做专业点吧。一个新人记者莫名其妙就当了早间主播，看似山头文化但编辑部连个架构都不清晰。作为半个媒体人，有点看不下去了,3
2.5 大陆观众是真没吃过好的，白粥喝成燕窝  T 3 T,3
立个flag，这部剧不会好到哪里去甚至会扑街。佘诗曼，你作为个老前辈真不知怎么说你，当坏人不是非得要挤眉弄眼把所有表情都写在脸上告诉全世界我是坏人这样演的，但你的功力不至于犯这种低级错误，你是怎么了。而且一上来就从口中说出公司谁谁谁分哪几个帮派，oh come on，这些事情只要观众不是弱智的，看两三集就能自己feel到了，用不着从角色口中说出来。再来最担心的事情发生了，新闻事件太简浅了，依然停留在非黑即白的事故上，里里外外包括潜规则也是。总之，整部戏都表现得太功利，太野心，太浮躁了，仿佛跟全世界观众说我很好看快来看我，但好剧其实用不着你做太多输出，观众们觉得好看自然会发自内心有感而发。,3
节奏很快 人物塑造没得说 但是搞新闻真是这样的吗… 观望,3
目前看到第八集，前面两集感觉一般，第三集开始渐渐入戏。这职场有点恐怖，勾心斗角的，感觉像在看金枝欲孽。,3
画面质感一般 新闻素养一般 演播室布景说是播港台八卦的我也能信,3
"1、《白色强人》以后就没看过tvb最近的职业剧了，佘诗曼＋马明！好看好看好看！干嘛不搞点映啊？！😡姐有钱
2、梁景仁，靠四个女人上位的男人，啧啧啧啧啧
3、许诗情！呜呜呜呜呜呜呜呜呜好敢啊，让她成功！！！踹了佐治让她做老大！！！
4、？？？你再这么搞等着一星吧
5、编剧真的有点分裂，最近几集一会上一会下的",3
只能说影视也是社会文化载体 只是遗憾再也不是我曾喜欢港剧的印记 有皮无魂,3
我知道这种剧很好看，但是实在受不了man姐凶巴巴的pua下属，上班的窝囊气不想在电视剧里再受一遍了,3
前十集挺精彩的 后面剧情水的一批 xsr事件还以为会牵扯出什么结果是女生自己的幻想 编剧导演想抹黑metoo的算盘也太明显 许诗晴前期是很有魅力的角色 后面你告诉我她拼事业只是为了让父亲在电视上看见她 啊？ 我请问这对阿兹海默有什么帮助吗 不如买个平板循环播放好了,3
TVB依旧是剧情不需要太缜密的逻辑，职场宫斗主打一个快准狠。,3
不错,3
给外行看的“想象的新闻业”，但凡在传媒工作哪怕一天，就知道这根本不可能。,3
披着新闻皮的宫斗剧，真怕他们把snk斗塌了。“找个男人嫁了吧。”的底层逻辑是：一个没有工作能力的女性活该去当家庭主妇。这句话一是将工作和婚姻摆在了对立的位置上，工作能力够强才选择不结婚，为什么需要这个假设？一个人，是否结婚应该和工作能力没有关系吧？二是完全否定了“家庭主妇”的劳动价值，女性被当成有“退路”的获益方。,3
很多新闻感觉并没有太重要，新闻事件选材不佳，记者主播间的争斗有些地方看着很假，比如主播在台上抢话、被闭麦等，但还好看，几个角色的博弈还是有点意思的。佘诗曼这个角色塑造得并不是很好，感觉这个记者没有多厉害，但佘诗曼有这个气场让人信服。只不过要是有更好的剧情桥段就更好了,3
一间公司，一个享受玩弄权术的老板，一个脚底抹油滑泥鳅的总监，一个天天喜欢教人做事的女主播，一个争权夺利争到恨不得对方被爆炸炸死的马屁精，两个总想着靠男人上位的小花，一个六亲不认做新闻做到差点害男朋友吊销执照的卫道士。你们不累我看得都累了。。。,3
四集下肚，甚是drama,3
说好的不谈恋爱，还是痴女渣男,3
这分数是靠同行衬托么～跟以前tvb剧差很多啊,3
马明五旬老汉靠美色上位哈哈哈哈,3
高开低走。,3
马明你自己退出这个家吧！//有点为了抓马不顾观众智商了 anyway有个卓越的优点就是大方坦诚女人们的野心和欲望,3
"被营销号骗过来以为是情节丝丝入扣的大女主剧，至少也是《新闻编辑室》水平，第一集看了一半就觉得很扯很尴尬了。。。。 
再观望一下后续",3
三个主人公三种立场，文慧心、梁景仁和张家妍分别代表了新闻行业的不同风格。文慧心她深知新闻行业面临的各种压力和挑战，坚持公正的报道原则。梁景仁则是一个为了新闻流量而不择手段的人，他甚至可以放弃新闻伦理和道德，制造假新闻来获取关注度。而张家妍则是一个对新闻行业充满热情和理想的人，她不畏强权，一心只想探寻真相。这些角色的冲突和碰撞，为剧情增加了更多的看点。虽然剧中三位主角的性格和立场都很鲜明，但他们的背景和心理变化却缺乏深入的挖掘，他们的心理变化和成长过程并没有得到充分的展现。最后这部剧的世界观非常奇怪整个工作氛围内卷严重，仿佛世界只有这一家媒体，而且文慧心和梁景仁两人为了上位和拿到更多的话语权互相使用的手段非常卑劣，令人难以想象这是媒体人能干出来的事。,3
